host_response_time,host_response_time_skala,host_identity_verified,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
,,1,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,35,150,15,1,1,1125,0,0,0,0,8,89,0,moderate
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,0,0,1,2,1125,0,0,0,0,4,87,0,flexible
within a day,3,0,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,1,0.5,1,1,Real Bed,18,0,0,1,1,1125,14,35,65,187,48,95,0,moderate
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,130,0,60,4,4,1125,0,4,4,4,35,96,0,moderate
within a few hours,2,1,0,18,Spandau,Apartment,Entire home/apt,4,1,2,4,Real Bed,39,100,50,1,30,120,0,11,13,288,2,90,0,strict_14_with_grace_period
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1.5,1,1,Real Bed,28,100,15,1,10,1125,0,0,0,0,2,90,1,moderate
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,28,100,10,1,2,10,6,7,7,7,141,98,0,moderate
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,300,48,1,3,1125,0,0,0,0,12,100,0,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,3,1125,0,0,0,0,5,92,0,flexible
a few days or more,4,0,0,2,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,0,45,1,4,1125,0,3,10,246,2,90,0,moderate
within an hour,1,1,0,2,Neukoelln,Apartment,Entire home/apt,2,1,0,1,Real Bed,79,100,39,2,28,150,0,1,12,257,42,90,1,strict_14_with_grace_period
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,0,0,1,3,1125,0,0,0,225,3,100,0,flexible
,,,,,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,15,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
within an hour,1,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,10,1,3,100,5,5,5,5,75,98,0,moderate
,,1,0,1,Pankow,Apartment,Entire home/apt,4,1,2,2,Real Bed,55,300,30,1,1,1125,0,0,0,0,1,100,0,moderate
a few days or more,4,0,0,1,Pankow,Apartment,Entire home/apt,3,1,2,1,Real Bed,60,550,40,2,4,30,0,0,0,0,9,91,0,strict_14_with_grace_period
within a day,3,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,4,1125,0,0,0,0,9,96,1,strict_14_with_grace_period
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,35,0,0,1,1,1125,0,0,0,0,0,,0,flexible
within a day,3,1,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,150,25,1,3,1125,2,2,14,223,19,89,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,21,0,0,1,4,14,0,0,0,0,2,90,0,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Shared room,2,1,1,1,Pull-out Sofa,22,0,0,1,1,1125,0,0,0,0,2,100,0,flexible
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,200,30,1,1,1125,0,0,0,0,0,,0,flexible
,,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,22,0,7,1,2,10,0,0,0,0,3,87,0,moderate
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,2,1,1,Futon,25,150,10,1,7,60,0,0,0,0,0,,0,moderate
,,1,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,2,2,Real Bed,58,200,9,2,3,11,0,0,0,0,3,100,0,moderate
within an hour,1,1,1,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,3,1124,0,0,0,0,21,100,1,flexible
,,0,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,12,1,1,1125,0,0,0,0,0,,0,flexible
within an hour,1,1,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1.5,1,1,Real Bed,30,0,15,1,3,1125,7,26,41,112,105,96,1,strict_14_with_grace_period
,,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,28,0,25,1,3,1125,0,0,0,0,1,,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,35,0,0,1,25,25,0,0,0,0,0,,0,flexible
within a few hours,2,1,0,4,Steglitz - Zehlendorf,Apartment,Entire home/apt,3,1,1,2,Real Bed,89,300,25,1,56,150,0,0,11,286,14,96,0,strict_14_with_grace_period
,,1,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,27,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,5,1,2,2,Real Bed,120,0,0,1,1,10,0,0,0,0,2,80,0,flexible
,,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,0,0,1,1,1125,0,0,0,0,0,,1,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,4,1,2,3,Real Bed,55,250,40,2,5,1125,0,0,0,0,4,95,0,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Entire home/apt,3,1.5,2,3,Real Bed,85,0,10,1,1,1125,0,0,0,0,1,100,0,flexible
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,14,0,0,1,1,1125,0,0,0,0,0,,0,flexible
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,40,0,30,1,14,1125,0,0,0,0,2,100,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,42,0,23,2,1,1125,0,0,0,0,28,96,0,moderate
,,1,0,2,Neukoelln,Apartment,Entire home/apt,4,1,2,2,Pull-out Sofa,35,0,15,2,1,1125,0,0,0,0,1,,1,flexible
within an hour,1,0,1,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,50,0,15,1,1,30,2,32,51,51,204,95,0,strict_14_with_grace_period
,,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,2,1,1,2,Real Bed,50,100,0,1,1,1125,0,0,0,0,2,80,0,flexible
a few days or more,4,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,133,14,94,0,flexible
within a few hours,2,1,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,15,1,1,1125,6,13,32,32,65,96,0,moderate
within an hour,1,1,0,7,Mitte,Apartment,Entire home/apt,2,1,0,2,Real Bed,28,800,120,1,90,1125,12,12,12,165,0,,0,strict_14_with_grace_period
within an hour,1,1,1,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,50,200,50,2,30,90,0,0,0,211,11,100,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,300,0,1,1,1125,0,0,0,0,0,,0,flexible
within an hour,1,1,0,6,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,1,1,Real Bed,62,150,20,2,2,1125,6,12,17,242,42,90,1,strict_14_with_grace_period
,,0,0,3,Mitte,Apartment,Private room,2,1,1,1,Real Bed,25,0,20,1,20,1125,5,5,5,5,12,93,1,strict_14_with_grace_period
,,0,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Pull-out Sofa,50,0,0,1,3,30,0,0,0,0,28,96,0,moderate
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,0.5,1,1,Futon,89,0,0,1,2,14,0,8,8,8,28,98,1,moderate
,,0,0,1,Mitte,Apartment,Private room,3,1,1,2,Real Bed,25,0,0,1,2,1125,0,0,0,0,3,93,0,flexible
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,999,200,10,1,1,1125,23,53,83,358,0,,0,flexible
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,2,2,Real Bed,70,300,30,1,3,1125,0,0,0,0,1,80,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,2,2,Real Bed,110,500,30,1,2,1125,0,0,0,0,0,,0,flexible
within a day,3,1,1,1,Pankow,Apartment,Private room,2,2,1,1,Real Bed,50,0,0,1,4,7,15,20,20,153,31,99,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Entire home/apt,3,1,0,2,Real Bed,75,0,0,1,3,1125,0,0,0,0,2,100,0,moderate
within an hour,1,0,1,1,Pankow,Apartment,Private room,2,0.5,1,2,Real Bed,24,0,20,1,2,30,0,0,1,247,52,98,0,moderate
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,120,200,60,1,7,14,4,12,20,28,17,99,0,strict_14_with_grace_period
within an hour,1,1,0,2,Pankow,Apartment,Private room,2,1,1,2,Real Bed,65,0,40,2,2,1125,0,0,0,0,1,100,0,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,4,1125,0,0,0,0,5,84,0,moderate
within a few hours,2,0,0,2,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,32,0,10,1,1,7,15,39,59,327,63,98,0,strict_14_with_grace_period
,,1,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,23,0,0,1,1,1125,0,0,0,0,0,,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,0,1,80,0,flexible
,,1,0,1,Neukoelln,Apartment,Entire home/apt,4,1,1,2,Real Bed,40,0,0,2,1,1125,0,0,0,0,2,100,0,flexible
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,1,1,Real Bed,35,100,45,2,1,1125,0,0,0,0,0,,1,strict_14_with_grace_period
,,1,0,1,Pankow,Apartment,Private room,3,1.5,1,2,Real Bed,25,0,0,2,3,1125,0,0,0,0,2,90,1,flexible
within an hour,1,1,0,4,Treptow - Koepenick,Apartment,Entire home/apt,2,1,1,1,Real Bed,33,0,0,1,20,1125,0,0,0,0,0,,0,flexible
,,1,0,2,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,20,0,0,1,1,1125,0,0,0,0,10,98,0,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,2,1,Real Bed,50,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,3,Real Bed,75,200,25,3,4,21,0,0,0,0,3,100,0,flexible
,,1,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,500,40,2,4,14,0,0,3,3,78,97,0,moderate
,,1,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,35,0,0,1,1,1125,0,0,0,0,6,93,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,5,1,2,2,Real Bed,156,0,20,3,2,1125,0,0,0,0,0,,1,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,55,100,10,1,10,1125,7,7,7,7,10,94,0,moderate
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,35,0,10,1,1,1125,0,0,0,0,0,,0,flexible
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,2,Real Bed,40,300,40,2,60,1124,0,1,1,270,22,95,0,strict_14_with_grace_period
,,1,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,30,0,15,1,6,1125,0,0,0,0,1,100,0,strict_14_with_grace_period
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,58,0,5,2,7,10,0,0,0,0,19,99,0,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,2,Pankow,Apartment,Private room,1,2,1,1,Real Bed,18,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,0,10,1,4,1125,0,0,0,0,1,100,0,moderate
within a few hours,2,0,0,12,Tempelhof - Schoenenberg,Apartment,Entire home/apt,5,1,1,3,Real Bed,90,0,15,1,1,1125,11,18,27,278,21,92,0,strict_14_with_grace_period
within an hour,1,1,0,4,Treptow - Koepenick,Apartment,Entire home/apt,2,1,1,1,Real Bed,33,0,0,1,15,1125,0,0,0,0,1,100,0,flexible
,,0,0,1,Mitte,Apartment,Private room,2,2,1,2,Real Bed,59,350,40,1,2,1125,0,0,0,0,9,100,0,strict_14_with_grace_period
,,1,0,3,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,26,0,6,1,4,30,0,0,0,0,1,100,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,4,1125,0,0,0,0,3,93,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,65,500,25,1,2,3,0,0,0,0,1,100,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,15,1,1,1125,0,0,0,0,1,100,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,39,0,20,1,2,7,0,0,0,0,0,,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,8,1,1,1125,0,0,0,0,7,100,0,flexible
,,0,0,1,Steglitz - Zehlendorf,Apartment,Private room,2,2,1,1,Real Bed,28,0,0,1,1,1125,0,0,0,0,0,,1,flexible
within an hour,1,1,1,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,75,250,0,1,2,7,15,45,75,165,10,100,0,moderate
within a few hours,2,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,2,1,2,Real Bed,30,100,10,1,3,1125,0,0,0,0,6,93,1,moderate
,,0,0,2,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,35,200,25,1,1,1125,0,0,0,0,0,,0,flexible
,,1,0,2,Neukoelln,Apartment,Private room,3,1,1,2,Real Bed,25,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,1,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,0,25,1,2,1125,0,0,0,0,2,100,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,2,1,1,Real Bed,15,0,0,1,1,1125,0,0,0,0,0,,0,flexible
within a day,3,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,2,Real Bed,50,0,0,2,3,1125,7,33,47,319,69,99,0,flexible
within an hour,1,1,0,1,Treptow - Koepenick,Apartment,Private room,1,1,1,1,Couch,20,0,8,1,2,3,14,44,63,283,6,100,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,15,1,1,1125,0,0,0,0,1,60,0,flexible
,,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,1,1,0,1,Real Bed,60,0,50,1,1,1125,0,0,0,0,0,,0,moderate
within a day,3,1,0,3,Pankow,Apartment,Entire home/apt,3,1,2,2,Real Bed,105,0,50,1,4,1125,0,0,0,236,10,93,0,flexible
,,1,0,3,Neukoelln,Apartment,Entire home/apt,3,1,1,2,Real Bed,32,0,18,1,4,1125,0,0,0,0,2,90,0,flexible
,,1,0,2,Neukoelln,House,Private room,1,1,1,1,Real Bed,25,100,0,1,5,14,0,0,0,0,0,,0,moderate
,,1,0,1,Pankow,Apartment,Private room,2,1.5,1,1,Real Bed,30,0,10,1,1,1125,0,0,0,0,1,80,1,moderate
,,1,0,1,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,49,350,20,2,2,1125,0,0,0,0,17,93,0,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,2,Real Bed,40,0,0,1,3,1125,0,0,0,0,6,84,1,moderate
,,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,100,20,1,3,1125,0,0,0,0,1,100,0,flexible
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,2,1,Real Bed,55,0,0,1,1,1125,0,0,0,0,1,80,0,flexible
within an hour,1,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,58,0,4,1,3,10,8,8,8,8,11,90,1,moderate
,,0,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,1,Real Bed,67,300,20,2,2,1125,0,0,0,0,14,89,1,strict_14_with_grace_period
,,1,0,1,Mitte,Apartment,Shared room,1,1,1,1,Pull-out Sofa,18,0,10,1,2,7,0,0,0,0,6,90,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,22,0,0,1,2,1125,0,0,0,0,2,80,1,moderate
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1,2,3,Real Bed,60,500,0,1,14,1125,0,0,0,0,0,,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Shared room,1,1,1,1,Real Bed,30,300,30,1,14,1125,0,0,0,0,1,100,0,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,150,17,1,3,12,0,0,0,0,11,96,1,moderate
,,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,4,1125,0,0,0,0,1,100,0,flexible
,,1,0,1,Neukoelln,Apartment,Entire home/apt,2,1,2,1,Real Bed,44,1500,39,1,7,30,0,0,0,0,2,100,0,moderate
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,1,0,1,Neukoelln,Apartment,Entire home/apt,5,1,2,3,Real Bed,115,0,20,3,2,1125,0,0,0,0,16,100,0,moderate
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Pull-out Sofa,21,0,0,1,20,1125,0,0,0,0,0,,0,flexible
,,0,0,2,Mitte,Apartment,Private room,1,1,1,1,Real Bed,19,300,20,1,3,21,0,0,0,0,1,100,0,flexible
within a few hours,2,1,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Couch,25,0,50,1,10,1124,19,19,19,20,43,92,0,flexible
,,0,0,2,Mitte,Apartment,Private room,1,1,1,1,Real Bed,39,0,0,1,3,1125,0,0,0,0,0,,0,flexible
within an hour,1,1,1,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,32,0,0,1,18,60,3,6,6,108,43,99,0,moderate
,,1,0,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,150,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
,,1,0,1,Neukoelln,Apartment,Private room,3,1,1,2,Real Bed,35,0,0,1,1,1125,0,0,0,0,0,,0,flexible
within an hour,1,1,1,2,Neukoelln,Apartment,Entire home/apt,6,1,2,2,Real Bed,90,90,29,4,1,1125,2,14,22,269,204,97,1,moderate
,,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,27,0,20,1,1,30,0,0,0,0,2,,0,flexible
within a day,3,1,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,0,50,1,2,1125,0,0,0,194,16,98,0,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,0,0,1,2,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Lichtenberg,Apartment,Private room,2,1.5,1,1,Real Bed,20,100,0,1,2,1125,0,0,0,0,9,78,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,39,0,15,1,3,1125,0,0,0,0,15,99,0,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,0,4,93,0,flexible
within a few hours,2,0,1,2,Treptow - Koepenick,Apartment,Entire home/apt,3,1,1,1,Real Bed,75,300,15,2,1,3,21,50,78,78,20,98,0,moderate
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,38,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Lichtenberg,Apartment,Private room,2,1,1,2,Real Bed,40,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
within a day,3,0,0,4,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,120,0,50,2,1,1125,0,0,0,133,17,94,0,moderate
,,1,0,1,Mitte,Apartment,Entire home/apt,3,1,1,1,Real Bed,40,0,15,1,2,1125,0,0,0,0,0,,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,0,1,1,1125,0,0,0,0,0,,0,flexible
within a few hours,2,0,0,12,Tempelhof - Schoenenberg,Apartment,Entire home/apt,5,1,1,3,Real Bed,90,0,15,1,1,1125,17,40,68,329,2,100,0,strict_14_with_grace_period
,,0,1,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1.5,1,1,Real Bed,49,0,15,1,30,1125,0,0,0,0,45,97,1,strict_14_with_grace_period
within an hour,1,0,1,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,150,50,1,2,190,1,25,31,75,80,94,1,strict_14_with_grace_period
within a day,3,1,1,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,23,0,15,1,2,1125,0,0,0,0,5,92,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,24,0,0,1,1,34,0,0,0,0,1,,0,flexible
,,1,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,11,0,0,1,1,1125,0,0,0,0,1,80,0,flexible
,,0,0,1,Pankow,Apartment,Entire home/apt,4,1,2,2,Real Bed,69,0,30,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Futon,15,0,0,1,1,1125,0,0,0,0,1,100,0,flexible
,,0,0,1,Lichtenberg,Apartment,Private room,3,1,1,2,Real Bed,22,0,0,1,1,1125,0,0,0,0,1,,1,flexible
within an hour,1,1,0,1,Pankow,Apartment,Private room,2,1,1,1,Pull-out Sofa,32,0,0,2,5,1125,7,25,36,306,71,91,0,strict_14_with_grace_period
within an hour,1,0,0,17,Mitte,Apartment,Entire home/apt,5,1,3,4,Real Bed,75,1000,65,1,30,1125,10,21,51,326,5,73,0,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,2,Real Bed,50,0,0,1,1,1125,0,0,0,0,0,,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,1,1125,0,0,0,0,14,89,0,moderate
,,1,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,40,0,0,1,30,90,0,0,0,0,4,95,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,26,0,0,1,6,23,0,0,0,0,5,100,1,flexible
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,28,0,15,1,1,1125,0,0,0,0,3,100,1,flexible
,,0,0,1,Pankow,Apartment,Private room,2,1,1,2,Real Bed,85,0,0,2,3,1125,0,0,0,0,9,89,1,moderate
a few days or more,4,1,0,1,Lichtenberg,Apartment,Private room,1,1,1,1,Real Bed,22,0,0,1,2,1125,5,12,26,301,38,92,0,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,0,1,2,4,0,0,0,0,0,,0,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,10,1,1,30,2,30,60,60,16,93,0,flexible
,,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1000,50,1,14,1125,0,0,0,0,0,,0,flexible
within a day,3,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,19,0,20,1,21,1125,0,0,0,0,0,,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,1,1125,0,0,0,0,2,100,0,flexible
within a few hours,2,0,0,12,Tempelhof - Schoenenberg,Apartment,Entire home/apt,3,1,1,2,Real Bed,70,0,15,1,1,1125,4,17,39,274,22,92,0,strict_14_with_grace_period
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,28,100,15,1,3,1125,0,0,0,0,10,94,0,flexible
,,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,35,0,0,1,30,120,0,0,0,0,6,93,0,flexible
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,75,200,0,2,3,1125,3,8,10,10,11,96,0,flexible
,,1,0,1,Neukoelln,Apartment,Entire home/apt,4,1,1,2,Real Bed,70,0,0,2,3,1125,0,0,0,0,10,94,0,moderate
,,1,1,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,2,3,3,Real Bed,220,0,60,5,2,1125,0,0,0,0,19,98,0,moderate
within a few hours,2,1,0,1,Mitte,Apartment,Private room,2,1,1,1,Pull-out Sofa,31,0,15,1,4,1125,1,1,16,16,13,100,0,moderate
,,1,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,2,Real Bed,55,0,0,2,1,1125,0,0,0,0,2,100,0,moderate
within an hour,1,0,0,6,Mitte,Apartment,Entire home/apt,8,1,3,5,Real Bed,219,88,50,8,1,1125,7,32,58,156,139,89,1,strict_14_with_grace_period
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,10,1,1,7,0,0,0,0,12,92,0,flexible
